Id,SalePrice
1789,95909.87
1790,70977.516
1791,186050.61
1792,154007.03
1793,126187.62
1794,148445.75
1795,135993.53
1796,125847.75
1797,96335.42
1798,123237.81
1799,112496.23
1800,129932.945
1801,130529.73
1802,120482.9
1803,152437.53
1804,141358.69
1805,136993.55
1806,126842.05
1807,141118.22
1808,121041.14
1809,119118.26
1810,141935.88
1811,114772.875
1812,105401.484
1813,130096.37
1814,95150.26
1815,56084.863
1816,99837.266
1817,111012.45
1818,159867.45
1819,126394.81
1820,45846.8
1821,117629.61
1822,150308.25
1823,39180.168
1824,144603.88
1825,136395.05
1826,104367.54
1827,99899.43
1828,140294.95
1829,121425.48
1830,143287.52
1831,158688.67
1832,93038.22
1833,157163.52
1834,120614.64
1835,133859.39
1836,138929.27
1837,91513.47
1838,134413.34
1839,105736.46
1840,166661.0
1841,151651.16
1842,88880.48
1843,124496.37
1844,124991.52
1845,146133.78
1846,153485.52
1847,175741.84
1848,57069.91
1849,111216.18
1850,119626.805
1851,158863.9
1852,126974.64
1853,129214.79
1854,169106.4
1855,141429.12
1856,224361.67
1857,140048.27
1858,131826.52
1859,115881.19
1860,160658.77
1861,116255.05
1862,290182.4
1863,284752.88
1864,284752.88
1865,341839.53
1866,338312.9
1867,231940.6
1868,314361.44
1869,207284.81
1870,233848.6
1871,247213.23
1872,167362.19
1873,244063.34
1874,146337.0
1875,202649.69
1876,194038.53
1877,218184.36
1878,206858.03
1879,129270.16
1880,134896.12
1881,261384.4
1882,249071.56
1883,193449.48
1884,212464.83
1885,242775.48
1886,306852.2
1887,207023.1
1888,267278.38
1889,164729.28
1890,131415.44
1891,131226.83
1892,109742.234
1893,136611.36
1894,142094.19
1895,134935.34
1896,121446.69
1897,109249.98
1898,116837.61
1899,137762.4
1900,146577.95
1901,165548.28
1902,146377.38
1903,210545.84
1904,137036.25
1905,202113.31
1906,174833.38
1907,206359.45
1908,105682.586
1909,136106.88
1910,121463.92
1911,209323.98
1912,298875.12
1913,124488.93
1914,61137.01
1915,359553.34
1916,69625.055
1917,252424.16
1918,139327.34
1919,168697.58
1920,149225.08
1921,426621.62
1922,331192.84
1923,212910.89
1924,236502.88
1925,203973.98
1926,404694.28
1927,134046.27
1928,149931.5
1929,125350.8
1930,131432.53
1931,138053.95
1932,142760.42
1933,168169.25
1934,177474.55
1935,170306.89
1936,182446.22
1937,177246.12
1938,171413.5
1939,247423.72
1940,185590.06
1941,171697.27
1942,185425.67
1943,193739.5
1944,345527.84
1945,385930.56
1946,151649.12
1947,258404.95
1948,179259.5
1949,237898.77
1950,188090.38
1951,260821.36
1952,227462.44
1953,162214.03
1954,184866.22
1955,132672.97
1956,297928.8
1957,151978.36
1958,298914.3
1959,143304.11
1960,112313.8
1961,117866.82
1962,97722.94
1963,104475.78
1964,110211.71
1965,150383.89
1966,141161.1
1967,294839.84
1968,421851.0
1969,421666.03
1970,465550.56
1971,402913.16
1972,401453.25
1973,256135.69
1974,325652.88
1975,445960.28
1976,266761.94
1977,412166.6
1978,410452.6
1979,326300.28
1980,200821.23
1981,358973.0
1982,220480.78
1983,197491.97
1984,164314.31
1985,217888.44
1986,211298.25
1987,172582.47
1988,173152.73
1989,189607.75
1990,206586.78
1991,218162.98
1992,213582.4
1993,167728.22
1994,241821.8
1995,180875.66
1996,282372.38
1997,317828.25
1998,331853.66
1999,266156.12
2000,312565.78
2001,253767.92
2002,248449.86
2003,250852.14
2004,257072.5
2005,213502.36
2006,228956.03
2007,254459.97
2008,212773.34
2009,196160.77
2010,190243.22
2011,144486.7
2012,176429.06
2013,180187.64
2014,183539.53
2015,199201.98
2016,194502.55
2017,202874.31
2018,127867.12
2019,134164.25
2020,105303.664
2021,106026.555
2022,183925.34
2023,135692.02
2024,223132.83
2025,390936.78
2026,174649.75
2027,153252.08
2028,159950.56
2029,167809.67
2030,270242.3
2031,238811.27
2032,255270.3
2033,262414.16
2034,169763.1
2035,219819.39
2036,205611.03
2037,207048.12
2038,298124.56
2039,217595.97
2040,400189.78
2041,298008.78
2042,203932.3
2043,169908.5
2044,173077.78
2045,218323.4
2046,141286.92
2047,141151.44
2048,137632.64
2049,141352.61
2050,176187.31
2051,97940.66
2052,124141.96
2053,148115.97
2054,100611.945
2055,157410.19
2056,134302.44
2057,117821.11
2058,225265.48
2059,125392.945
2060,168705.48
2061,169884.08
2062,131811.23
2063,115770.38
2064,143976.05
2065,111204.34
2066,168539.53
2067,110337.164
2068,133741.44
2069,86880.31
2070,115823.01
2071,99569.57
2072,138109.31
2073,139899.11
2074,177889.45
2075,142024.28
2076,116116.33
2077,159588.39
2078,131190.8
2079,129045.06
2080,123023.81
2081,127614.64
2082,120265.336
2083,144611.0
2084,113601.266
2085,118653.56
2086,120413.92
2087,121138.62
2088,93385.39
2089,78125.95
2090,134078.11
2091,127688.37
2092,131307.5
2093,126551.234
2094,114165.32
2095,149076.86
2096,75668.01
2097,95520.16
2098,149343.48
2099,70834.05
2100,86024.48
2101,112755.98
2102,130885.27
2103,102575.09
2104,136369.16
2105,139420.34
2106,73177.79
2107,233180.47
2108,119600.02
2109,109410.87
2110,133247.92
2111,154114.19
2112,140796.14
2113,118722.586
2114,119481.78
2115,158022.81
2116,114334.5
2117,152486.83
2118,123669.336
2119,117206.44
2120,111189.47
2121,93533.77
2122,121330.24
2123,82954.47
2124,174923.36
2125,128369.664
2126,141977.06
2127,169008.11
2128,138735.25
2129,99659.07
2130,138544.16
2131,140199.52
2132,118809.94
2133,129354.43
2134,117495.57
2135,97437.84
2136,80456.87
2137,104052.62
2138,134072.42
2139,149957.58
2140,138287.33
2141,140192.05
2142,128876.05
2143,147376.36
2144,125527.016
2145,137746.66
2146,163736.25
2147,140633.31
2148,142504.97
2149,144902.4
2150,219341.75
2151,120918.04
2152,184150.3
2153,167791.6
2154,102990.766
2155,136925.9
2156,262714.12
2157,241663.56
2158,238654.38
2159,205163.4
2160,174116.53
2161,240602.89
2162,373753.47
2163,341189.16
2164,233299.98
2165,193788.14
2166,151064.16
2167,212517.78
2168,200048.25
2169,194724.39
2170,231856.0
2171,152077.25
2172,117545.164
2173,170377.3
2174,227464.47
2175,306207.03
2176,318580.38
2177,238984.83
2178,207504.44
2179,138576.4
2180,210704.1
2181,190161.36
2182,217413.2
2183,191964.16
2184,116274.516
2185,128771.75
2186,148404.9
2187,150395.8
2188,151722.36
2189,271553.38
2190,86608.62
2191,79206.1
2192,91199.766
2193,116370.51
2194,100070.9
2195,112365.164
2196,102801.33
2197,122858.56
2198,160226.98
2199,178558.6
2200,138600.0
2201,136822.5
2202,211646.28
2203,143712.92
2204,175660.61
2205,113695.234
2206,141338.53
2207,214627.64
2208,244860.33
2209,232078.61
2210,113576.234
2211,113966.44
2212,117411.26
2213,110363.81
2214,134135.94
2215,101847.48
2216,145764.16
2217,94339.164
2218,71697.336
2219,60076.53
2220,75048.43
2221,365068.7
2222,293960.28
2223,288993.25
2224,203225.56
2225,119659.26
2226,198736.16
2227,206517.5
2228,275022.75
2229,241777.84
2230,155068.14
2231,208532.7
2232,186439.0
2233,182464.78
2234,229274.89
2235,229350.7
2236,260973.67
2237,366291.25
2238,200549.23
2239,107424.05
2240,159651.02
2241,167922.52
2242,125820.23
2243,126402.805
2244,101184.15
2245,90790.7
2246,144594.89
2247,120879.28
2248,130001.766
2249,122343.4
2250,132818.56
2251,112416.96
2252,173099.34
2253,149876.0
2254,170703.47
2255,187568.61
2256,181833.08
2257,199614.3
2258,164413.31
2259,173608.12
2260,170691.92
2261,184895.53
2262,191926.45
2263,362177.72
2264,406316.94
2265,167226.12
2266,291153.66
2267,401524.7
2268,388499.44
2269,143025.36
2270,189803.08
2271,222143.94
2272,204767.97
2273,169909.48
2274,177398.17
2275,159664.66
2276,186650.67
2277,182562.95
2278,141720.2
2279,123769.88
2280,127269.34
2281,168168.47
2282,185282.16
2283,103208.71
2284,112748.12
2285,141029.17
2286,123131.08
2287,356757.38
2288,282502.38
2289,409399.62
2290,477540.34
2291,337636.0
2292,455747.16
2293,433568.1
2294,459015.47
2295,469921.1
2296,310285.4
2297,321659.25
2298,334863.4
2299,401849.12
2300,350005.25
2301,290378.9
2302,248075.19
2303,239320.92
2304,234094.45
2305,186758.36
2306,184184.48
2307,185859.72
2308,221438.12
2309,282147.75
2310,207462.61
2311,191514.45
2312,171794.5
2313,172407.11
2314,172783.67
2315,171039.39
2316,187106.97
2317,181083.72
2318,181228.2
2319,179140.44
2320,178162.81
2321,239489.36
2322,170530.48
2323,176015.44
2324,176077.67
2325,208419.47
2326,166124.34
2327,206397.1
2328,225851.03
2329,185998.47
2330,175285.88
2331,372380.4
2332,419675.3
2333,325248.2
2334,245921.69
2335,272430.62
2336,330789.03
2337,209478.22
2338,279510.28
2339,227896.98
2340,400523.72
2341,226799.97
2342,235555.14
2343,219147.06
2344,227024.78
2345,240389.94
2346,217236.11
2347,199491.27
2348,237695.86
2349,181413.05
2350,302130.88
2351,268734.06
2352,259961.9
2353,239875.55
2354,137722.33
2355,150334.98
2356,145400.81
2357,200462.12
2358,194680.3
2359,128232.49
2360,120513.8
2361,149523.0
2362,268611.0
2363,138145.25
2364,146193.16
2365,223079.17
2366,193911.27
2367,223916.4
2368,212099.64
2369,232652.89
2370,166397.1
2371,168351.0
2372,187347.5
2373,281332.12
2374,317944.94
2375,242186.98
2376,275710.78
2377,340489.4
2378,150108.02
2379,208105.48
2380,139656.0
2381,161197.73
2382,199054.38
2383,204045.97
2384,246482.88
2385,159996.39
2386,133333.23
2387,137966.11
2388,97186.26
2389,118085.43
2390,142802.97
2391,137514.02
2392,115079.45
2393,167634.92
2394,144397.67
2395,193893.16
2396,145020.64
2397,224595.98
2398,131632.75
2399,55830.75
2400,64976.53
2401,116391.2
2402,134681.8
2403,129399.57
2404,151646.73
2405,154528.81
2406,140434.81
2407,126935.31
2408,147414.17
2409,122449.336
2410,163554.25
2411,122065.44
2412,154159.97
2413,130165.79
2414,151348.67
2415,131485.8
2416,129937.85
2417,139538.53
2418,133837.39
2419,125266.71
2420,124286.375
2421,148761.19
2422,119355.44
2423,129338.86
2424,145347.12
2425,215810.12
2426,135912.92
2427,133764.84
2428,169567.11
2429,116227.76
2430,129369.914
2431,104816.91
2432,141513.05
2433,141139.39
2434,141802.02
2435,146669.77
2436,112361.34
2437,111005.92
2438,120333.95
2439,107382.75
2440,123812.03
2441,95904.164
2442,98666.836
2443,116576.35
2444,118156.695
2445,80383.586
2446,128776.85
2447,188779.17
2448,136913.33
2449,117374.17
2450,147602.6
2451,126054.234
2452,213144.97
2453,96917.305
2454,113382.875
2455,116272.34
2456,141138.16
2457,125810.35
2458,115600.82
2459,116963.41
2460,141460.08
2461,125483.305
2462,143207.19
2463,123607.86
2464,182787.77
2465,143318.53
2466,117257.54
2467,137450.9
2468,78259.914
2469,76841.58
2470,183589.92
2471,213770.44
2472,158619.55
2473,122963.84
2474,84230.95
2475,227939.23
2476,117280.33
2477,124124.93
2478,140816.48
2479,106323.58
2480,149799.33
2481,114176.84
2482,121153.234
2483,108418.57
2484,124295.77
2485,130924.65
2486,152549.55
2487,193845.44
2488,150619.44
2489,152160.52
2490,147195.61
2491,96750.43
2492,178730.9
2493,139515.0
2494,139490.75
2495,88759.87
2496,243689.45
2497,165827.7
2498,114436.97
2499,88109.586
2500,129672.81
2501,141036.97
2502,150510.23
2503,102520.375
2504,166723.81
2505,228021.94
2506,271135.34
2507,287205.28
2508,268949.84
2509,217901.75
2510,218941.6
2511,178124.0
2512,203813.31
2513,216708.16
2514,242712.0
2515,146302.14
2516,174768.97
2517,147101.7
2518,153570.36
2519,223163.02
2520,215164.28
2521,183100.33
2522,224602.53
2523,125373.05
2524,129402.27
2525,142991.08
2526,124295.61
2527,105960.67
2528,129156.836
2529,138078.19
2530,120538.164
2531,256250.53
2532,226215.4
2533,200606.33
2534,224632.45
2535,326377.0
2536,241783.38
2537,229580.03
2538,185485.34
2539,190015.8
2540,173737.14
2541,178691.53
2542,167690.06
2543,126261.66
2544,130242.555
2545,138662.86
2546,140018.78
2547,135009.86
2548,148245.05
2549,165958.56
2550,432738.16
2551,132507.66
2552,132455.89
2553,78895.95
2554,109109.73
2555,115114.61
2556,103195.17
2557,119818.08
2558,189125.34
2559,138106.62
2560,143255.84
2561,135644.03
2562,130090.01
2563,143573.16
2564,191829.28
2565,134445.62
2566,154554.77
2567,130623.91
2568,186431.86
2569,196000.53
2570,114877.99
2571,195191.45
2572,155589.67
2573,210884.19
2574,274130.34
2575,134209.27
2576,122064.25
2577,149037.12
2578,85610.38
2579,79542.76
2580,101959.21
2581,112191.67
2582,113287.56
2583,292746.2
2584,170620.14
2585,183193.58
2586,221260.23
2587,203827.94
2588,146100.31
2589,144527.02
2590,213743.56
2591,254926.66
2592,227118.28
2593,248851.78
2594,189192.95
2595,203657.89
2596,327702.25
2597,192441.39
2598,270061.78
2599,319931.06
2600,160645.92
2601,146478.88
2602,78898.3
2603,97400.71
2604,89587.18
2605,70824.35
2606,147531.86
2607,193970.12
2608,186267.38
2609,160166.25
2610,110632.35
2611,130566.52
2612,153267.48
2613,135799.48
2614,133905.33
2615,164314.45
2616,143867.69
2617,185710.28
2618,183627.0
2619,193931.06
2620,185242.05
2621,168341.5
2622,179621.36
2623,237321.05
2624,305319.8
2625,299887.94
2626,166341.38
2627,169951.27
2628,470574.88
2629,492471.16
2630,338641.56
2631,468009.06
2632,467275.53
2633,307998.56
2634,430205.6
2635,153421.02
2636,184399.98
2637,171534.66
2638,256943.34
2639,182529.88
2640,151024.58
2641,103016.766
2642,193886.33
2643,98243.945
2644,120805.41
2645,108543.54
2646,94270.75
2647,102102.23
2648,144156.98
2649,148128.94
2650,143020.61
2651,143963.27
2652,425339.66
2653,248094.55
2654,265626.9
2655,425794.2
2656,324180.94
2657,353410.34
2658,306997.84
2659,291225.0
2660,366805.34
2661,337114.78
2662,360797.03
2663,274803.97
2664,277924.3
2665,311546.72
2666,286136.56
2667,157806.84
2668,176610.38
2669,172471.95
2670,270195.56
2671,180050.6
2672,187588.08
2673,206795.27
2674,204029.64
2675,163893.89
2676,182427.89
2677,189832.62
2678,253729.28
2679,261658.8
2680,274388.3
2681,450951.25
2682,329521.53
2683,530796.25
2684,310045.4
2685,328178.78
2686,243717.95
2687,332137.97
2688,223405.92
2689,207333.92
2690,421977.9
2691,187431.78
2692,133103.69
2693,193493.38
2694,136702.78
2695,190759.86
2696,183965.38
2697,188715.8
2698,195679.75
2699,184755.25
2700,159592.69
2701,152859.52
2702,109488.78
2703,121484.68
2704,132757.73
2705,114618.766
2706,117302.24
2707,126020.1
2708,127992.73
2709,100621.3
2710,123137.33
2711,295732.9
2712,361915.03
2713,167211.47
2714,149748.44
2715,167311.19
2716,151949.31
2717,177196.06
2718,228819.17
2719,160314.25
2720,175595.31
2721,137491.1
2722,160235.31
2723,134705.7
2724,128074.195
2725,134701.61
2726,146970.31
2727,165962.23
2728,169633.1
2729,151288.77
2730,149599.17
2731,134043.81
2732,125977.945
2733,154739.89
2734,164337.66
2735,130109.375
2736,145680.81
2737,128092.26
2738,129844.336
2739,153432.84
2740,142802.47
2741,140480.89
2742,148213.38
2743,150929.7
2744,150115.83
2745,136178.08
2746,131190.75
2747,143562.27
2748,116010.29
2749,130621.58
2750,136612.06
2751,131719.38
2752,197718.5
2753,153641.69
2754,236972.1
2755,133352.83
2756,99194.49
2757,62139.754
2758,94049.305
2759,151891.39
2760,110018.664
2761,141208.64
2762,140577.44
2763,181649.48
2764,144801.36
2765,270962.8
2766,151509.8
2767,87155.34
2768,134679.98
2769,125435.55
2770,146141.98
2771,112873.586
2772,111334.71
2773,150214.7
2774,138337.11
2775,117140.8
2776,140394.42
2777,152168.8
2778,120322.61
2779,119132.21
2780,100423.87
2781,99286.6
2782,91841.945
2783,103080.71
2784,127845.3
2785,141842.0
2786,80775.27
2787,126334.75
2788,64130.652
2789,188205.55
2790,106746.64
2791,112785.9
2792,52851.207
2793,181089.6
2794,97965.47
2795,124309.48
2796,105197.52
2797,222241.52
2798,110603.44
2799,114425.27
2800,52151.29
2801,116344.88
2802,127923.85
2803,185290.94
2804,135163.06
2805,99651.016
2806,79761.805
2807,159490.56
2808,148389.31
2809,141573.42
2810,128189.734
2811,162743.98
2812,139394.22
2813,156865.22
2814,159219.52
2815,96582.04
2816,253144.56
2817,162769.72
2818,128822.54
2819,167811.8
2820,148363.61
2821,107919.01
2822,200822.78
2823,300223.16
2824,195291.47
2825,128689.734
2826,131958.48
2827,143875.92
2828,198687.4
2829,210738.86
2830,235296.94
2831,169726.4
2832,246005.3
2833,318959.38
2834,214608.22
2835,215839.67
2836,195011.61
2837,151498.33
2838,153531.06
2839,177860.64
2840,201496.94
2841,203755.48
2842,236248.69
2843,158561.89
2844,167043.34
2845,125711.55
2846,210717.22
2847,200080.27
2848,209474.14
2849,208355.33
2850,274067.03
2851,232630.88
2852,233915.8
2853,245383.98
2854,139511.52
2855,206719.81
2856,199310.2
2857,187279.14
2858,199877.27
2859,119261.58
2860,135049.1
2861,123251.72
2862,197967.39
2863,127870.52
2864,255473.97
2865,135818.66
2866,136797.84
2867,103123.18
2868,102021.1
2869,116172.66
2870,127789.93
2871,73498.04
2872,48936.285
2873,102730.516
2874,149084.48
2875,123464.38
2876,151351.66
2877,148139.36
2878,163543.95
2879,136638.9
2880,98398.3
2881,148367.97
2882,169571.84
2883,186442.12
2884,182716.81
2885,195208.94
2886,235204.19
2887,99652.94
2888,140266.06
2889,50112.527
2890,85268.93
2891,139284.11
2892,45846.95
2893,87812.266
2894,47888.75
2895,327060.25
2896,318979.12
2897,208969.88
2898,150470.55
2899,217364.98
2900,174258.5
2901,206961.89
2902,188724.84
2903,348362.34
2904,358372.16
2905,93895.95
2906,204650.67
2907,105209.74
2908,129591.805
2909,143544.97
2910,79956.63
2911,75013.29
2912,139862.08
2913,82203.58
2914,77700.59
2915,88220.42
2916,79645.445
2917,166337.08
2918,122741.766
2919,216585.58
